time,open,high,low,close,volume,vnindex_close,return_1d,log_return_1d,ma5,ma10,ma20,close_ma5_ratio,close_ma20_ratio,ma5_ma20_ratio,momentum_5d,momentum_10d,rsi14,macd,macd_signal,macd_hist,volume_ratio_5,volume_ratio_20,volatility_5d,volatility_20d,high_low_pct,open_close_pct,atr14,bollinger_width20,vnindex_return_1d,vnindex_ma20,vnindex_close_ma20_ratio,vnindex_volatility_20d,target_next_close
2010-02-01,4.54,4.69,4.54,4.63,122980,487.0,0.013129102844638973,0.013043663192029398,4.651999999999999,4.647,4.656499999999999,-0.004729148753224277,-0.005690969612369701,-0.0009663910662515152,-0.006437768240343367,0.026607538802660757,55.660377358490564,-0.050096232165925514,-0.05490638407064725,0.004810151904721734,0.19905619905619898,-0.11940768746061747,0.02495901535189628,0.019078800242127714,0.03239740820734349,0.019823788546255477,0.11714285714285731,0.08245383188458426,0.010373443983402453,500.25,-0.0264867566216892,0.019786383601607567,4.8
2010-02-02,4.74,4.8,4.71,4.8,401340,487.9,0.036717062634989084,0.036059049815702425,4.651999999999999,4.667,4.651999999999999,0.03181427343078269,0.03181427343078269,0.0,0.0,0.04347826086956519,56.48148148148146,-0.03424652036050002,-0.050774411328617805,0.016527890968117784,1.5487406805278598,1.6805858897549442,0.027121755761031124,0.021006748225022544,0.01874999999999997,0.012658227848101182,0.11428571428571445,0.07399824129115286,0.0018480492813142124,498.02,-0.02032046905746754,0.018294536239048594,5.01
2010-02-03,4.95,5.01,4.86,5.01,688030,495.5,0.043749999999999956,0.04281999718292814,4.728,4.699,4.6625,0.05964467005076135,0.07453083109919567,0.014048257372654138,0.08207343412527002,0.06823027718550101,62.69841269841266,-0.004686244497440484,-0.041556777962382344,0.03687053346494186,1.5485990724689218,2.8356217840438402,0.023989797747132717,0.02277575772310101,0.029940119760478938,0.012121212121212041,0.12142857142857157,0.0973750908009602,0.015576962492314106,496.07,-0.0011490313866994173,0.01875053182645151,5.01
2010-02-04,4.98,5.04,4.95,5.01,417620,503.8,0.0,0.0,4.804,4.737,4.6745,0.042880932556202955,0.071772382072949,0.027703497700288793,0.08207343412527002,0.08207343412527002,67.52136752136752,0.01852692028982794,-0.029540038311940284,0.048066958601768225,0.20692445523380143,1.140280027059716,0.023989797747132717,0.02269372392995908,0.017964071856287397,0.00602409638554204,0.12142857142857151,0.1163215951246951,0.01675075681130167,494.59499999999997,0.01861118693072128,0.019296656724767724,4.8
2010-02-05,4.95,4.98,4.77,4.8,252750,493.0,-0.041916167664670656,-0.042819997182928185,4.85,4.754,4.683,-0.010309278350515427,0.024983984625240208,0.03566090113175302,0.05032822757111588,0.036717062634989084,61.24031007751938,0.019750603011593704,-0.01968191004723349,0.039432513058827195,-0.3287637035778024,0.26575305420828466,0.03412249700310924,0.023775947127881752,0.04375000000000018,-0.030303030303030373,0.13214285714285726,0.11813088160468715,-0.021437078205637228,493.2,-0.00040551500405516805,0.01919879131040888,4.92
2010-02-08,4.77,4.92,4.77,4.92,165000,491.2,0.025000000000000133,0.024692612590371633,4.9079999999999995,4.779999999999999,4.699,0.0024449877750611915,0.04703128325175565,0.04447754841455631,0.06263498920086397,0.05579399141630903,62.12121212121213,0.030056900266405506,-0.00973414798450569,0.0397910482509112,-0.5713706786371147,-0.1815638578599631,0.03477221250484647,0.024217867853394883,0.030487804878048853,0.03144654088050322,0.13214285714285726,0.1246763783758334,-0.0036511156186612714,492.005,-0.0016361622341236615,0.019095798729882343,4.71
2010-02-09,4.83,4.92,4.71,4.71,202980,482.9,-0.04268292682926833,-0.04362062247589041,4.89,4.771,4.709,-0.036809815950920144,0.00021235931195584534,0.03843703546400512,-0.018749999999999933,-0.018749999999999933,50.69444444444442,0.02103696905275232,-0.0035799245770540894,0.02461689362980641,-0.41212247593229767,0.012669595216535656,0.03894746813064329,0.02587877737167183,0.04458598726114649,-0.024844720496894433,0.1371428571428572,0.11853418675937255,-0.016897394136807797,491.23499999999996,-0.01696743920933963,0.018074253463992097,4.86
2010-02-10,4.83,4.86,4.83,4.86,68750,490.9,0.031847133757961776,0.03135052988407601,4.859999999999999,4.794,4.718999999999999,2.220446049250313e-16,0.029879211697393604,0.029879211697393604,-0.029940119760478945,0.04967602591792675,57.51633986928106,0.025696145804986692,0.0022752894993540674,0.023420856305632624,-0.6895041098365098,-0.6502455911866976,0.03558090435214066,0.025792182964658975,0.00617283950617289,0.006211180124223654,0.14142857142857146,0.12118856477906118,0.016566576931041688,490.35,0.0011216478025899423,0.01783203188741915,4.95
2010-02-11,4.92,4.95,4.86,4.95,142740,499.9,0.01851851851851838,0.0183491386681964,4.848000000000001,4.826,4.732,0.021039603960395947,0.04606931530008462,0.024513947590870888,-0.011976047904191489,0.06911447084233258,59.87654320987656,0.03623315157035645,0.009066861913554543,0.027166289656801904,-0.14241426545865277,-0.2772383761408661,0.03722875743322308,0.02603157818430911,0.018181818181818153,0.006097560975609807,0.1392857142857143,0.12827363741923997,0.01833367284579346,489.7299999999999,0.020766544830825406,0.018287933579968337,4.98
2010-02-12,5.04,5.04,4.95,4.98,269440,507.0,0.0060606060606061,0.006042314455962662,4.884,4.866999999999999,4.751,0.019656019656019597,0.04820037886760686,0.027994106503894,0.03750000000000009,0.0897155361050328,59.87654320987656,0.04646888940282157,0.016547267411407947,0.02992162199141362,0.586976240119683,0.30242585516409637,0.029751174338115693,0.025504492031666687,0.018072289156626477,-0.011904761904761828,0.14357142857142854,0.13303360067416634,0.014202840568113606,489.80999999999995,0.03509524101182104,0.01834681547811499,4.95
2010-02-22,5.01,5.01,4.92,4.95,156270,510.0,-0.006024096385542244,-0.006042314455962698,4.89,4.899,4.773000000000001,0.0122699386503069,0.037083595223130095,0.02451288497800097,0.0060975609756097615,0.06911447084233258,54.96688741721855,0.051565619734208035,0.023550937875967966,0.02801468185824007,-0.07002070984788977,-0.2470911324709113,0.028460986737727727,0.025012981419629245,0.018181818181818153,-0.01197604790419154,0.13999999999999999,0.12842993785924298,0.00591715976331364,490.9549999999999,0.03879174262406959,0.016228441789282705,4.77
2010-02-23,4.83,4.86,4.74,4.77,129220,496.3,-0.03636363636363649,-0.037041271680349215,4.902,4.895999999999999,4.7815,-0.02692778457772349,-0.002405103001150377,0.02520129666422677,0.01273885350318471,-0.006250000000000089,54.60526315789472,0.040612167774646935,0.02696318385570376,0.013648983918943175,-0.1569896401450902,-0.3779500078225603,0.026043685171518515,0.0263697701391075,0.02515723270440254,-0.012422360248447308,0.14285714285714285,0.12361386770788205,-0.02686274509803921,490.995,0.010804590678112902,0.017082951356681957,4.77
2010-02-24,4.74,4.8,4.74,4.77,187720,494.6,0.0,0.0,4.8839999999999995,4.872,4.7855,-0.023341523341523285,-0.0032389509978059117,0.020583011179605037,-0.018518518518518712,-0.04790419161676651,54.60526315789472,0.03156758669208859,0.027884064422980727,0.0036835222691078626,0.06009781000463077,-0.060862343691763576,0.020462410389545677,0.026050592861028413,0.012578616352201177,0.0063291139240504975,0.1407142857142857,0.12222966154008309,-0.003425347572033055,491.25,0.006819338422391796,0.01686204908079352,4.77
2010-02-25,4.77,4.83,4.71,4.77,268610,495.0,0.0,0.0,4.848,4.848000000000001,4.7924999999999995,-0.016089108910891103,-0.0046948356807511304,0.011580594679186262,-0.03636363636363649,-0.04790419161676651,56.84931506849312,0.0241216318645332,0.027131577911291224,-0.003009946046758024,0.32809564305915395,0.32982489145448524,0.01681816507516072,0.025845964287990287,0.02515723270440254,0.0,0.14500000000000002,0.11824891910965057,0.0008087343307723316,492.08000000000004,0.005933994472443471,0.015944676942968604,4.63
